strain	trait	value
NIC236	mean.temp-36mo	18.2062485438155
NIC236	median.temp-36mo	17.9052141527002
NIC236	q75.temp-36mo	20.7487662942272
NIC236	q90.temp-36mo	21.8810800744879
NIC236	max.temp-36mo	-Inf
NIC242	min.temp-36mo	13.889332096475
NIC242	q10.temp-36mo	14.837133580705
NIC242	q25.temp-36mo	15.893413729128
NIC242	mean.temp-36mo	18.2861427325023
NIC242	median.temp-36mo	18.0578385899814
NIC242	q75.temp-36mo	20.8064935064935
NIC242	q90.temp-36mo	21.9173562152134
NIC242	max.temp-36mo	22.6547309833024
NIC251	min.temp-36mo	18.8999074074074
NIC251	q10.temp-36mo	19.528787037037
NIC251	q25.temp-36mo	20.7071759259259
NIC251	mean.temp-36mo	21.6324245401241
NIC251	median.temp-36mo	21.7999537037037
NIC251	q75.temp-36mo	22.7477083333333
NIC251	q90.temp-36mo	23.3064907407407
NIC251	max.temp-36mo	23.8792592592593
NIC252	min.temp-36mo	18.8999074074074
NIC252	q10.temp-36mo	19.528787037037
NIC252	q25.temp-36mo	20.7071759259259
NIC252	mean.temp-36mo	21.6324245401241
NIC252	median.temp-36mo	21.7999537037037
NIC252	q75.temp-36mo	22.7477083333333
NIC252	q90.temp-36mo	23.3064907407407
NIC252	max.temp-36mo	23.8792592592593
NIC255	min.temp-36mo	10.1059829059829
NIC255	q10.temp-36mo	10.5432193732194
NIC255	q25.temp-36mo	11.7064577397911
NIC255	mean.temp-36mo	13.5613338119617
NIC255	median.temp-36mo	14.0168091168091
NIC255	q75.temp-36mo	15.3539173789174
NIC255	q90.temp-36mo	15.997207977208
NIC255	max.temp-36mo	16.4197530864198
NIC256	min.temp-36mo	Inf
NIC256	q10.temp-36mo	14.6513079777365
NIC256	q25.temp-36mo	15.7607606679035
NIC256	mean.temp-36mo	18.0957833716369
NIC256	median.temp-36mo	17.8122912801484
NIC256	q75.temp-36mo	20.6497217068646
NIC256	q90.temp-36mo	21.7900927643785
NIC256	max.temp-36mo	-Inf
NIC258	min.temp-36mo	Inf
NIC258	q10.temp-36mo	14.6513079777365
NIC258	q25.temp-36mo	15.7607606679035
NIC258	mean.temp-36mo	18.0957833716369
NIC258	median.temp-36mo	17.8122912801484
NIC258	q75.temp-36mo	20.6497217068646
NIC258	q90.temp-36mo	21.7900927643785
NIC258	max.temp-36mo	-Inf
NIC259	min.temp-36mo	Inf
NIC259	q10.temp-36mo	14.6513079777365
NIC259	q25.temp-36mo	15.7607606679035
NIC259	mean.temp-36mo	18.0957833716369
NIC259	median.temp-36mo	17.8122912801484
NIC259	q75.temp-36mo	20.6497217068646
NIC259	q90.temp-36mo	21.7900927643785
NIC259	max.temp-36mo	-Inf
NIC260	min.temp-36mo	Inf
NIC260	q10.temp-36mo	14.6513079777365
NIC260	q25.temp-36mo	15.7607606679035
NIC260	mean.temp-36mo	18.0957833716369
NIC260	median.temp-36mo	17.8122912801484
NIC260	q75.temp-36mo	20.6497217068646
NIC260	q90.temp-36mo	21.7900927643785
NIC260	max.temp-36mo	-Inf
NIC261	min.temp-36mo	Inf
NIC261	q10.temp-36mo	14.6513079777365
NIC261	q25.temp-36mo	15.7607606679035
NIC261	mean.temp-36mo	18.0957833716369
NIC261	median.temp-36mo	17.8122912801484
NIC261	q75.temp-36mo	20.6497217068646
NIC261	q90.temp-36mo	21.7900927643785
NIC261	max.temp-36mo	-Inf
NIC262	min.temp-36mo	Inf
NIC262	q10.temp-36mo	14.6513079777365
NIC262	q25.temp-36mo	15.7607606679035
NIC262	mean.temp-36mo	18.0957833716369
NIC262	median.temp-36mo	17.8122912801484
NIC262	q75.temp-36mo	20.6497217068646
NIC262	q90.temp-36mo	21.7900927643785
NIC262	max.temp-36mo	-Inf
NIC265	min.temp-36mo	Inf
NIC265	q10.temp-36mo	14.6513079777365
NIC265	q25.temp-36mo	15.7607606679035
NIC265	mean.temp-36mo	18.0957833716369
NIC265	median.temp-36mo	17.8122912801484
NIC265	q75.temp-36mo	20.6497217068646
NIC265	q90.temp-36mo	21.7900927643785
NIC265	max.temp-36mo	-Inf
NIC272	min.temp-36mo	Inf
NIC272	q10.temp-36mo	14.6407977736549
NIC272	q25.temp-36mo	15.7505102040816
NIC272	mean.temp-36mo	18.0761220627687
NIC272	median.temp-36mo	17.7903988868275
NIC272	q75.temp-36mo	20.6233998144712
NIC272	q90.temp-36mo	21.7638682745826
NIC272	max.temp-36mo	-Inf
NIC274	min.temp-36mo	Inf
NIC274	q10.temp-36mo	14.6407977736549
NIC274	q25.temp-36mo	15.7505102040816
NIC274	mean.temp-36mo	18.0761220627687
NIC274	median.temp-36mo	17.7903988868275
NIC274	q75.temp-36mo	20.6233998144712
NIC274	q90.temp-36mo	21.7638682745826
NIC274	max.temp-36mo	-Inf
NIC275	min.temp-36mo	Inf
NIC275	q10.temp-36mo	14.6407977736549
NIC275	q25.temp-36mo	15.7505102040816
NIC275	mean.temp-36mo	18.0761220627687
NIC275	median.temp-36mo	17.7903988868275
NIC275	q75.temp-36mo	20.6233998144712
NIC275	q90.temp-36mo	21.7638682745826
NIC275	max.temp-36mo	-Inf
NIC276	min.temp-36mo	Inf
NIC276	q10.temp-36mo	14.6407977736549
NIC276	q25.temp-36mo	15.7505102040816
NIC276	mean.temp-36mo	18.0761220627687
NIC276	median.temp-36mo	17.7903988868275
NIC276	q75.temp-36mo	20.6233998144712
NIC276	q90.temp-36mo	21.7638682745826
NIC276	max.temp-36mo	-Inf
NIC277	min.temp-36mo	10.0471035137702
NIC277	q10.temp-36mo	10.4942165242165
NIC277	q25.temp-36mo	11.6706077872745
NIC277	mean.temp-36mo	13.5276649641903
NIC277	median.temp-36mo	13.9944919278253
NIC277	q75.temp-36mo	15.3256647673314
NIC277	q90.temp-36mo	15.968433048433
NIC277	max.temp-36mo	16.3846153846154
NIC3	min.temp-36mo	Inf
NIC3	q10.temp-36mo	15.3783136094675
NIC3	q25.temp-36mo	15.6457100591716
NIC3	mean.temp-36mo	16.1042267864755
NIC3	median.temp-36mo	16.0725345167653
NIC3	q75.temp-36mo	16.5614398422091
NIC3	q90.temp-36mo	16.8788067061144
NIC3	max.temp-36mo	-Inf
NIC501	min.temp-36mo	5.86209453197405
NIC501	q10.temp-36mo	6.79957367933272
NIC501	q25.temp-36mo	7.83169601482854
NIC501	mean.temp-36mo	9.56578075406028
NIC501	median.temp-36mo	9.54151992585727
NIC501	q75.temp-36mo	11.2674467099166
NIC501	q90.temp-36mo	12.4238554216867
NIC501	max.temp-36mo	13.4679332715477
NIC511	min.temp-36mo	11.1718190386428
NIC511	q10.temp-36mo	12.0098209236569
NIC511	q25.temp-36mo	13.2127709707823
NIC511	mean.temp-36mo	16.3943392361475
NIC511	median.temp-36mo	16.0387370405278
NIC511	q75.temp-36mo	19.5977851083883
NIC511	q90.temp-36mo	21.2361262959472
NIC511	max.temp-36mo	22.0810556079171
NIC513	min.temp-36mo	Inf
NIC513	q10.temp-36mo	14.8125330812854
NIC513	q25.temp-36mo	15.8584593572779
NIC513	mean.temp-36mo	18.121192029205
NIC513	median.temp-36mo	17.8727315689981
NIC513	q75.temp-36mo	20.5656663516068
NIC513	q90.temp-36mo	21.6886483931947
NIC513	max.temp-36mo	-Inf
NIC514	min.temp-36mo	Inf
NIC514	q10.temp-36mo	14.8125330812854
NIC514	q25.temp-36mo	15.8584593572779
NIC514	mean.temp-36mo	18.121192029205
NIC514	median.temp-36mo	17.8727315689981
NIC514	q75.temp-36mo	20.5656663516068
NIC514	q90.temp-36mo	21.6886483931947
NIC514	max.temp-36mo	-Inf
NIC515	min.temp-36mo	Inf
NIC515	q10.temp-36mo	14.8125330812854
NIC515	q25.temp-36mo	15.8584593572779
NIC515	mean.temp-36mo	18.121192029205
NIC515	median.temp-36mo	17.8727315689981
NIC515	q75.temp-36mo	20.5656663516068
NIC515	q90.temp-36mo	21.6886483931947
NIC515	max.temp-36mo	-Inf
NIC522	min.temp-36mo	Inf
NIC522	q10.temp-36mo	14.8964839319471
NIC522	q25.temp-36mo	15.9180056710775
NIC522	mean.temp-36mo	18.1664406922172
NIC522	median.temp-36mo	17.9278827977316
NIC522	q75.temp-36mo	20.574645557656
NIC522	q90.temp-36mo	21.6938279773157
NIC522	max.temp-36mo	-Inf
NIC523	min.temp-36mo	Inf
NIC523	q10.temp-36mo	14.8964839319471
NIC523	q25.temp-36mo	15.9180056710775
NIC523	mean.temp-36mo	18.1664406922172
NIC523	median.temp-36mo	17.9278827977316
NIC523	q75.temp-36mo	20.574645557656
NIC523	q90.temp-36mo	21.6938279773157
NIC523	max.temp-36mo	-Inf
NIC526	min.temp-36mo	Inf
NIC526	q10.temp-36mo	14.8964839319471
NIC526	q25.temp-36mo	15.9180056710775
NIC526	mean.temp-36mo	18.1664406922172
NIC526	median.temp-36mo	17.9278827977316
NIC526	q75.temp-36mo	20.574645557656
NIC526	q90.temp-36mo	21.6938279773157
NIC526	max.temp-36mo	-Inf
NIC527	min.temp-36mo	Inf
NIC527	q10.temp-36mo	14.8964839319471
NIC527	q25.temp-36mo	15.9180056710775
NIC527	mean.temp-36mo	18.1664406922172
NIC527	median.temp-36mo	17.9278827977316
NIC527	q75.temp-36mo	20.574645557656
NIC527	q90.temp-36mo	21.6938279773157
NIC527	max.temp-36mo	-Inf
NIC528	min.temp-36mo	Inf
NIC528	q10.temp-36mo	14.8964839319471
NIC528	q25.temp-36mo	15.9180056710775
NIC528	mean.temp-36mo	18.1664406922172
NIC528	median.temp-36mo	17.9278827977316
NIC528	q75.temp-36mo	20.574645557656
NIC528	q90.temp-36mo	21.6938279773157
NIC528	max.temp-36mo	-Inf
NIC529	min.temp-36mo	Inf
NIC529	q10.temp-36mo	17.6981534460338
NIC529	q25.temp-36mo	18.3817620286086
NIC529	mean.temp-36mo	19.330504933226
NIC529	median.temp-36mo	19.4360208062419
NIC529	q75.temp-36mo	20.3963263979194
NIC529	q90.temp-36mo	20.9247984395319
NIC529	max.temp-36mo	-Inf
PX179	min.temp-36mo	5.56716003700278
PX179	q10.temp-36mo	6.5868270120259
PX179	q25.temp-36mo	7.90390841813136
PX179	mean.temp-36mo	11.0647428458831
PX179	median.temp-36mo	10.5795559666975
PX179	q75.temp-36mo	14.1558510638298
PX179	q90.temp-36mo	16.4006290471785
PX179	max.temp-36mo	17.2720629047179
QG2075	min.temp-36mo	10.9060129509713
QG2075	q10.temp-36mo	11.7933580018501
QG2075	q25.temp-36mo	12.9541859389454
QG2075	mean.temp-36mo	16.2701677598739
QG2075	median.temp-36mo	15.8695652173913
QG2075	q75.temp-36mo	19.4799491211841
QG2075	q90.temp-36mo	21.4800740055504
QG2075	max.temp-36mo	22.5814986123959
QG2811	min.temp-36mo	7.28998822143698
QG2811	q10.temp-36mo	8.54560659599529
QG2811	q25.temp-36mo	9.90862779740872
QG2811	mean.temp-36mo	13.8293487757978
QG2811	median.temp-36mo	13.3032391048292
QG2811	q75.temp-36mo	17.713839811543
QG2811	q90.temp-36mo	20.1333333333333
QG2811	max.temp-36mo	21.357714958775
QG2813	min.temp-36mo	12.6748218527316
QG2813	q10.temp-36mo	13.515593824228
QG2813	q25.temp-36mo	14.675445368171
QG2813	mean.temp-36mo	17.6126708347077
QG2813	median.temp-36mo	17.5783847980998
QG2813	q75.temp-36mo	20.4666567695962
QG2813	q90.temp-36mo	21.8782304038005
QG2813	max.temp-36mo	22.6334916864608
QG2818	min.temp-36mo	11.8352179034158
QG2818	q10.temp-36mo	12.6091048292108
QG2818	q25.temp-36mo	13.9384864546525
QG2818	mean.temp-36mo	17.8262976050255
QG2818	median.temp-36mo	17.5491166077739
QG2818	q75.temp-36mo	21.2777679623086
QG2818	q90.temp-36mo	23.6040871613663
QG2818	max.temp-36mo	24.6415783274441
QG2823	min.temp-36mo	14.6568457538995
QG2823	q10.temp-36mo	14.6568457538995
QG2823	q25.temp-36mo	14.6568457538995
QG2823	mean.temp-36mo	14.6568457538995
QG2823	median.temp-36mo	14.6568457538995
QG2823	q75.temp-36mo	14.6568457538995
QG2823	q90.temp-36mo	14.6568457538995
QG2823	max.temp-36mo	14.6568457538995
QG2824	min.temp-36mo	14.6568457538995
QG2824	q10.temp-36mo	14.6568457538995
QG2824	q25.temp-36mo	14.6568457538995
QG2824	mean.temp-36mo	14.6568457538995
QG2824	median.temp-36mo	14.6568457538995
QG2824	q75.temp-36mo	14.6568457538995
QG2824	q90.temp-36mo	14.6568457538995
QG2824	max.temp-36mo	14.6568457538995
QG2825	min.temp-36mo	14.6568457538995
QG2825	q10.temp-36mo	14.6568457538995
QG2825	q25.temp-36mo	14.6568457538995
QG2825	mean.temp-36mo	14.6568457538995
QG2825	median.temp-36mo	14.6568457538995
QG2825	q75.temp-36mo	14.6568457538995
QG2825	q90.temp-36mo	14.6568457538995
QG2825	max.temp-36mo	14.6568457538995
QG2827	min.temp-36mo	13.1765606595995
QG2827	q10.temp-36mo	14.0501177856302
QG2827	q25.temp-36mo	15.343109540636
QG2827	mean.temp-36mo	18.4275214268456
QG2827	median.temp-36mo	18.2001177856302
QG2827	q75.temp-36mo	21.4717903415783
QG2827	q90.temp-36mo	23.1519434628975
QG2827	max.temp-36mo	24.0387514723204
QG2828	min.temp-36mo	13.1765606595995
QG2828	q10.temp-36mo	14.0501177856302
QG2828	q25.temp-36mo	15.343109540636
QG2828	mean.temp-36mo	18.4275214268456
QG2828	median.temp-36mo	18.2001177856302
QG2828	q75.temp-36mo	21.4717903415783
QG2828	q90.temp-36mo	23.1519434628975
QG2828	max.temp-36mo	24.0387514723204
QG2832	min.temp-36mo	16.6493521790342
QG2832	q10.temp-36mo	17.6223792697291
QG2832	q25.temp-36mo	18.7123969375736
QG2832	mean.temp-36mo	21.0691975325424
QG2832	median.temp-36mo	20.9732037691402
QG2832	q75.temp-36mo	23.4328621908127
QG2832	q90.temp-36mo	24.6596230859835
QG2832	max.temp-36mo	25.4977620730271
QG2835	min.temp-36mo	17.6228504122497
QG2835	q10.temp-36mo	18.1707184923439
QG2835	q25.temp-36mo	18.981124852768
QG2835	mean.temp-36mo	21.5837350664647
QG2835	median.temp-36mo	21.3826266195524
QG2835	q75.temp-36mo	23.7302120141343
QG2835	q90.temp-36mo	25.5354888103651
QG2835	max.temp-36mo	26.2355712603062
QG2836	min.temp-36mo	17.6228504122497
QG2836	q10.temp-36mo	18.1707184923439
QG2836	q25.temp-36mo	18.981124852768
QG2836	mean.temp-36mo	21.5837350664647
QG2836	median.temp-36mo	21.3826266195524
QG2836	q75.temp-36mo	23.7302120141343
QG2836	q90.temp-36mo	25.5354888103651
QG2836	max.temp-36mo	26.2355712603062
QG2837	min.temp-36mo	17.6228504122497
QG2837	q10.temp-36mo	18.1707184923439
QG2837	q25.temp-36mo	18.981124852768
QG2837	mean.temp-36mo	21.5837350664647
QG2837	median.temp-36mo	21.3826266195524
QG2837	q75.temp-36mo	23.7302120141343
QG2837	q90.temp-36mo	25.5354888103651
QG2837	max.temp-36mo	26.2355712603062
QG2838	min.temp-36mo	16.6493521790342
QG2838	q10.temp-36mo	17.6223792697291
QG2838	q25.temp-36mo	18.7123969375736
QG2838	mean.temp-36mo	21.0691975325424
QG2838	median.temp-36mo	20.9732037691402
QG2838	q75.temp-36mo	23.4328621908127
QG2838	q90.temp-36mo	24.6596230859835
QG2838	max.temp-36mo	25.4977620730271
QG2841	min.temp-36mo	Inf
QG2841	q10.temp-36mo	21.2135279187817
QG2841	q25.temp-36mo	21.6453680203046
QG2841	mean.temp-36mo	22.3651015228426
QG2841	median.temp-36mo	22.3651015228426
QG2841	q75.temp-36mo	23.0848350253807
QG2841	q90.temp-36mo	23.5166751269036
QG2841	max.temp-36mo	-Inf
QG2843	min.temp-36mo	Inf
QG2843	q10.temp-36mo	21.2135279187817
QG2843	q25.temp-36mo	21.6453680203046
QG2843	mean.temp-36mo	22.3651015228426
QG2843	median.temp-36mo	22.3651015228426
QG2843	q75.temp-36mo	23.0848350253807
QG2843	q90.temp-36mo	23.5166751269036
QG2843	max.temp-36mo	-Inf
QG2846	min.temp-36mo	Inf
QG2846	q10.temp-36mo	21.2135279187817
QG2846	q25.temp-36mo	21.6453680203046
QG2846	mean.temp-36mo	22.3651015228426
QG2846	median.temp-36mo	22.3651015228426
QG2846	q75.temp-36mo	23.0848350253807
QG2846	q90.temp-36mo	23.5166751269036
QG2846	max.temp-36mo	-Inf
QG2850	min.temp-36mo	11.8352179034158
QG2850	q10.temp-36mo	12.6091048292108
QG2850	q25.temp-36mo	13.9384864546525
QG2850	mean.temp-36mo	17.8262976050255
QG2850	median.temp-36mo	17.5491166077739
QG2850	q75.temp-36mo	21.2777679623086
QG2850	q90.temp-36mo	23.6040871613663
QG2850	max.temp-36mo	24.6415783274441
QG2854	min.temp-36mo	11.8352179034158
QG2854	q10.temp-36mo	12.6091048292108
QG2854	q25.temp-36mo	13.9384864546525
QG2854	mean.temp-36mo	17.8262976050255
QG2854	median.temp-36mo	17.5491166077739
QG2854	q75.temp-36mo	21.2777679623086
QG2854	q90.temp-36mo	23.6040871613663
QG2854	max.temp-36mo	24.6415783274441
QG2855	min.temp-36mo	11.8352179034158
QG2855	q10.temp-36mo	12.6091048292108
QG2855	q25.temp-36mo	13.9384864546525
QG2855	mean.temp-36mo	17.8262976050255
QG2855	median.temp-36mo	17.5491166077739
QG2855	q75.temp-36mo	21.2777679623086
QG2855	q90.temp-36mo	23.6040871613663
QG2855	max.temp-36mo	24.6415783274441
QG2857	min.temp-36mo	11.8352179034158
QG2857	q10.temp-36mo	12.6091048292108
QG2857	q25.temp-36mo	13.9384864546525
QG2857	mean.temp-36mo	17.8262976050255
QG2857	median.temp-36mo	17.5491166077739
QG2857	q75.temp-36mo	21.2777679623086
QG2857	q90.temp-36mo	23.6040871613663
QG2857	max.temp-36mo	24.6415783274441
QG2873	min.temp-36mo	14.3604240282686
QG2873	q10.temp-36mo	15.0928150765607
QG2873	q25.temp-36mo	16.2616018845701
QG2873	mean.temp-36mo	20.2815122833586
QG2873	median.temp-36mo	19.9153121319199
QG2873	q75.temp-36mo	23.6835100117786
QG2873	q90.temp-36mo	26.2037926972909
QG2873	max.temp-36mo	27.373851590106
QG2874	min.temp-36mo	14.3604240282686
QG2874	q10.temp-36mo	15.0928150765607
QG2874	q25.temp-36mo	16.2616018845701
QG2874	mean.temp-36mo	20.2815122833586
QG2874	median.temp-36mo	19.9153121319199
QG2874	q75.temp-36mo	23.6835100117786
QG2874	q90.temp-36mo	26.2037926972909
QG2874	max.temp-36mo	27.373851590106
QG2875	min.temp-36mo	14.3604240282686
QG2875	q10.temp-36mo	15.0928150765607
QG2875	q25.temp-36mo	16.2616018845701
QG2875	mean.temp-36mo	20.2815122833586
QG2875	median.temp-36mo	19.9153121319199
QG2875	q75.temp-36mo	23.6835100117786
QG2875	q90.temp-36mo	26.2037926972909
QG2875	max.temp-36mo	27.373851590106
QG2877	min.temp-36mo	14.3604240282686
QG2877	q10.temp-36mo	15.0928150765607
QG2877	q25.temp-36mo	16.2616018845701
QG2877	mean.temp-36mo	20.2815122833586
QG2877	median.temp-36mo	19.9153121319199
QG2877	q75.temp-36mo	23.6835100117786
QG2877	q90.temp-36mo	26.2037926972909
QG2877	max.temp-36mo	27.373851590106
QG2932	min.temp-36mo	11.8352179034158
QG2932	q10.temp-36mo	12.6091048292108
QG2932	q25.temp-36mo	13.9384864546525
QG2932	mean.temp-36mo	17.8262976050255
QG2932	median.temp-36mo	17.5491166077739
QG2932	q75.temp-36mo	21.2777679623086
QG2932	q90.temp-36mo	23.6040871613663
QG2932	max.temp-36mo	24.6415783274441
QG536	min.temp-36mo	10.2628942486085
QG536	q10.temp-36mo	10.6514564007421
QG536	q25.temp-36mo	11.12103432282
QG536	mean.temp-36mo	12.1166568749407
QG536	median.temp-36mo	12.0787105751391
QG536	q75.temp-36mo	13.0310760667904
QG536	q90.temp-36mo	13.668172541744
QG536	max.temp-36mo	14.2709647495362
QG556	min.temp-36mo	Inf
QG556	q10.temp-36mo	12.7513613101331
QG556	q25.temp-36mo	13.3340327533265
QG556	mean.temp-36mo	14.5102522129636
QG556	median.temp-36mo	14.4020470829069
QG556	q75.temp-36mo	15.5550665301945
QG556	q90.temp-36mo	16.4551381780962
QG556	max.temp-36mo	-Inf
QG557	min.temp-36mo	Inf
QG557	q10.temp-36mo	12.7513613101331
QG557	q25.temp-36mo	13.3340327533265
QG557	mean.temp-36mo	14.5102522129636
QG557	median.temp-36mo	14.4020470829069
QG557	q75.temp-36mo	15.5550665301945
QG557	q90.temp-36mo	16.4551381780962
QG557	max.temp-36mo	-Inf
QW947	min.temp-36mo	9.28593894542091
QW947	q10.temp-36mo	10.049204440333
QW947	q25.temp-36mo	11.309019426457
QW947	mean.temp-36mo	15.3539619400026
QW947	median.temp-36mo	14.713829787234
QW947	q75.temp-36mo	18.9578168362627
QW947	q90.temp-36mo	21.7344218316374
QW947	max.temp-36mo	22.5892691951896
QX1211	min.temp-36mo	10.3210575139147
QX1211	q10.temp-36mo	10.7202319109462
QX1211	q25.temp-36mo	11.2134276437848
QX1211	mean.temp-36mo	12.2710427059064
QX1211	median.temp-36mo	12.2206400742115
QX1211	q75.temp-36mo	13.2489332096475
QX1211	q90.temp-36mo	13.910120593692
QX1211	max.temp-36mo	14.5322820037106
QX1212	min.temp-36mo	10.3210575139147
QX1212	q10.temp-36mo	10.7202319109462
QX1212	q25.temp-36mo	11.2134276437848
QX1212	mean.temp-36mo	12.2710427059064
QX1212	median.temp-36mo	12.2206400742115
QX1212	q75.temp-36mo	13.2489332096475
QX1212	q90.temp-36mo	13.910120593692
QX1212	max.temp-36mo	14.5322820037106
QX1233	min.temp-36mo	11.2050139275766
QX1233	q10.temp-36mo	11.6224512534819
QX1233	q25.temp-36mo	12.1709610027855
QX1233	mean.temp-36mo	13.6191087237322
QX1233	median.temp-36mo	13.3570566388115
QX1233	q75.temp-36mo	14.9694289693593
QX1233	q90.temp-36mo	16.0388486536676
QX1233	max.temp-36mo	16.8237697307335
QX1791	min.temp-36mo	19.7628122109158
QX1791	q10.temp-36mo	20.6313783533765
QX1791	q25.temp-36mo	21.5650786308973
QX1791	mean.temp-36mo	23.9181679355596
QX1791	median.temp-36mo	23.3192876965772
QX1791	q75.temp-36mo	26.534204440333
QX1791	q90.temp-36mo	27.9023219241443
QX1791	max.temp-36mo	28.5428307123034
QX1792	min.temp-36mo	19.7581868640148
QX1792	q10.temp-36mo	20.6272155411656
QX1792	q25.temp-36mo	21.5614708603145
QX1792	mean.temp-36mo	23.9169456363748
QX1792	median.temp-36mo	23.3187326549491
QX1792	q75.temp-36mo	26.5353607770583
QX1792	q90.temp-36mo	27.9028769657724
QX1792	max.temp-36mo	28.5433857539315
QX1793	min.temp-36mo	19.7581868640148
QX1793	q10.temp-36mo	20.6272155411656
QX1793	q25.temp-36mo	21.5614708603145
QX1793	mean.temp-36mo	23.9169456363748
QX1793	median.temp-36mo	23.3187326549491
QX1793	q75.temp-36mo	26.5353607770583
QX1793	q90.temp-36mo	27.9028769657724
QX1793	max.temp-36mo	28.5433857539315
QX1794	min.temp-36mo	19.7581868640148
QX1794	q10.temp-36mo	20.6272155411656
QX1794	q25.temp-36mo	21.5614708603145
QX1794	mean.temp-36mo	23.9169456363748
QX1794	median.temp-36mo	23.3187326549491
QX1794	q75.temp-36mo	26.5353607770583
QX1794	q90.temp-36mo	27.9028769657724
QX1794	max.temp-36mo	28.5433857539315
RC301	min.temp-36mo	7.27261794634598
RC301	q10.temp-36mo	7.85063829787234
RC301	q25.temp-36mo	8.71609620721554
RC301	mean.temp-36mo	10.736928636025
RC301	median.temp-36mo	10.686308973173
RC301	q75.temp-36mo	12.6265494912118
RC301	q90.temp-36mo	13.8689824236818
RC301	max.temp-36mo	14.6177613320999
WN2001	min.temp-36mo	7.27594819611471
WN2001	q10.temp-36mo	7.98388529139685
WN2001	q25.temp-36mo	8.88938482886216
WN2001	mean.temp-36mo	11.0551574597592
WN2001	median.temp-36mo	10.9856151711378
WN2001	q75.temp-36mo	13.1570305272895
WN2001	q90.temp-36mo	14.2908048103608
WN2001	max.temp-36mo	15.0446808510638
WN2002	min.temp-36mo	7.3781683626272
WN2002	q10.temp-36mo	8.12054579093432
WN2002	q25.temp-36mo	9.04079555966698
WN2002	mean.temp-36mo	11.2033550547283
WN2002	median.temp-36mo	11.1451896392229
WN2002	q75.temp-36mo	13.3013182238668
WN2002	q90.temp-36mo	14.4506845513414
WN2002	max.temp-36mo	15.2397779833488
WN2033	min.temp-36mo	7.70577105014191
WN2033	q10.temp-36mo	8.43472090823084
WN2033	q25.temp-36mo	10.1331598864711
WN2033	mean.temp-36mo	11.8946646540329
WN2033	median.temp-36mo	12.1367076631977
WN2033	q75.temp-36mo	13.9094134342479
WN2033	q90.temp-36mo	14.7290444654683
WN2033	max.temp-36mo	15.3055818353832
WN2050	min.temp-36mo	7.68495742667928
WN2050	q10.temp-36mo	8.41475875118259
WN2050	q25.temp-36mo	10.1244087038789
WN2050	mean.temp-36mo	11.888207578796
WN2050	median.temp-36mo	12.1319772942289
WN2050	q75.temp-36mo	13.906811731315
WN2050	q90.temp-36mo	14.7290444654683
WN2050	max.temp-36mo	15.3036896877956
WN2063	min.temp-36mo	8.22769230769231
WN2063	q10.temp-36mo	8.98584615384615
WN2063	q25.temp-36mo	10.6410256410256
