isotype	I	II	III	IV	V	X	I_hapshare	II_hapshare	III_hapshare	IV_hapshare	V_hapshare	X_hapshare	swept_chroms
JU310	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6738339801828185	0.2966046188809678	0.440727926766747	0.9462589440663736	0.8153320827841736	0.31259112365012004	4
JU311	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.8755915026966452	0.5625898356759279	0.8983700491161283	0.16845783070082676	0.9280022673257828	0.2562456145550338	3
JU3125	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8339424777322206	0.6979414780148897	0.25797515390584197	0.9061004615974202	0.7475671730175989	0.6488551379853429	4
JU3127	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8688408292751599	0.7586021072038465	0.1332068140632137	0.8046730460544739	0.7475671730175989	0.641089980535779	4
JU3128	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7463050179218859	0.31236546167856083	0.3547804019627283	0.7851253344672021	0.969155368537526	0.33560289595753456	4
JU3132	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6302969079368808	0.2970731399879289	0.21732784941176744	0.33715308810669375	0.8418688526503196	0.17595657986704785	4
JU3134	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5052647804769315	0.22115625946231957	0.4145807238854882	0.48314591473554647	0.9812067062874769	0.9152769078686378	4
JU3135	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.20451551324901537	0.262051711902279	0.1799106634935684	0.9527829895834982	0.9240268429028465	0.8902166244378175	4
JU3137	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.7629674740764232	0.30530144355524097	0.3021424947844926	0.08619741838449847	0.8398706426745645	0.7282894527722573	3
JU3140	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.858621287919297	0.28917989721785425	0.09417086592488465	0.2992274831072132	0.8351903137057184	0.041611771425093855	3
JU3144	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6080144654532633	0.30727862361300473	0.10248924897201883	0.8487859646129285	0.6338879596334898	0.6350995319967381	4
JU323	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.8651331624612417	0.18621051353756454	0.4246881314270832	0.7813871682476384	0.9224938823621012	0.050292675957654485	3
JU346	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.42209726861562286	0.3083268280996452	0.2514722241241095	0.5879731591432044	0.9011387037312832	0.2235464134059355	4
JU360	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6790344226157634	0.2508391439940992	0.28312089514537603	0.8328046417981544	0.7889181774121208	0.6512568036258404	4
JU367	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8949955242666144	0.9261856276166173	0.8683446419188333	0.7796020244511092	0.9240268429028465	0.32815984212341565	4
JU393	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8807334257717523	0.2999576534044282	0.4391520023896256	0.2969165718909257	0.7090431041549433	0.43559918568586237	4
JU394	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	1	0.9327480054897768	0.7845761111936809	0.13932349271023758	0.9028565588357362	0.30572604643518114	3
JU397	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.8201911601323043	0.29833317582612096	0.3912567526780368	0.30077617490384245	0.8176165780311015	0.052871823801008175	3
JU406	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.856206699415784	0.9327480054897768	0.8640939661881631	0.29288106326799596	0.947720368637482	0.30572604643518114	4
JU440	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8275447824373299	0.8973000290727053	0.7920304767292856	0.6602075823803584	0.8725913848315867	0.6556367906466766	4
JU561	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.9584159448226295	0.17859501249313106	0.5582396086102321	0.6627352794869519	0.9240268429028465	0.6631533712060068	4
JU642	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.45975766734923734	0.23051212229502677	0.20550569383909773	0.6371097079943939	0.969155368537526	0.5299096537536016	4
JU751	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.594407584268374	0.12741760727765955	0.13986003932804414	0.6660755366669167	0.7725815518459948	0.6244629296915961	4
JU774	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8357391550163824	0.07916524544006782	0.27024427517607263	0.8679605361382825	0.655608814372458	0.6770083513916856	4
JU775	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.6746529186961967	0.28797390132816947	0.26948408497895393	0.2176683998070772	0.27834728746857723	0.08942252449373174	3
JU778	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7909066769855801	0.2671999351520618	0.2548347769807438	0.14496927156042036	0.929771248216217	0.5822800252886687	4
JU782	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7990215829366596	0.18158963886296015	0.4288623524989601	0.2739770010868536	0.5908739085075125	0.3952040553269377	4
JU792	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.8164317568861158	0.29833317582612096	0.09417086592488465	0.30077617490384245	0.8718927454661853	0.041611771425093855	3
JU830	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.4994503502815812	0.22891564842789985	0.1021444406390564	0.8285643304245839	0.8843969457675454	0.5847325940466203	4
JU847	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8667881298004576	0.19063562456375366	0.5065766616962668	0.40296649789360484	0.8581838609524012	0.16421402249668932	4
KR314	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5590386838890024	0.02534762147823	0.17864280855354103	0.7438638871286861	0.9240268429028465	0.8666051568477758	4
LKC34	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8631433712962151	0.22244620090308362	0.27549517823773684	0.5723195092623363	0.8260431979891736	0.5615187929219329	4
LSJ1	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.9940037607997309	0.9295541396010579	0.8884029899652716	1	0.9903851957323695	0.42652706241615834	4
MY1	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5211940821767392	0.2849520582367014	0.14693539886279322	0.8380734391014549	0.8843969457675454	0.528387650541728	4
MY10	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7369641314241038	0.273226241982626	0.15707351895962998	0.6054785767837162	0.7014519531915451	0.8149386057500387	4
MY16	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.6593790338041725	0.07538658073965081	0.104145984398748	0.08100264133625883	0.29993016475894313	0.2763423915619373	3
MY18	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.24640739354846689	0.04859588277239889	0.13251124366317577	0.7104899831272806	0.8328083972931742	0.36506217023970733	4
MY2147	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5469224503464911	0.7900732287209997	0.6745754279663881	0.2788884256172693	0.9177199104662662	0.19027325132803405	4
MY2212	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6035015589756426	0.1958326411651013	0.2785362294522659	0.7042152901192649	0.969155368537526	0.5225825459092388	4
MY23	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.3375961803883145	0.016260056496667525	0.05800599715280818	0.08100264133625883	0.1283124272390153	0.03252579119563844	2
MY2453	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.6210974653869635	0.6331603027522532	0.32534927907903577	0.16845783070082676	0.9280022673257828	0.2562456145550338	3
MY2530	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8696952783988625	0.07976204584227195	0.7527499172467261	0.8171503612257249	0.7090475041290409	0.827467616285061	4
MY2535	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5089178513899578	0.305724843928497	0.43627569535439564	0.9648771882990432	0.969155368537526	0.7247066651297696	4
MY2573	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7222460474329985	0.9129615144407006	0.40892264349570157	0.39200502122219766	0.8725119461688039	0.16812287288597938	4
MY2585	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5238829136708468	0.19697810444256253	0.16767951542993692	0.9903862538595457	0.8511162112549998	0.8330688822116568	4
MY2693	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5701232477525408	0.20315006992074164	0.1799106634935684	0.9444596383775127	0.9234302159803807	0.8946757940858043	4
MY2713	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.20451551324901537	0.20315006992074164	0.1799106634935684	1	0.9240268429028465	0.8946757940858043	4
MY2741	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5701232477525408	0.12496928281446348	0.1799106634935684	0.7670332016678696	0.8322117703707084	0.5530851078631402	4
MY518	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6152310992615323	0.026329915590780916	0.07166103155413735	0.8056054948600931	0.9240268429028465	0.6543413063074731	4
MY679	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5300463320365754	0.18228376363844678	0.2198485297435124	0.9313101780086797	0.9325229059303711	0.8660746898048861	4
MY772	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.5224705356695768	0.3085225261655987	0.7083414501364966	0.5482929128845241	0.9044248148208728	0.08204309955643023	3
MY795	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6593790338041725	0.08193144809551482	0.13251124366317577	0.7670332016678696	0.8322117703707084	0.2763423915619373	4
MY920	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8696952783988625	0.29698230827836264	0.7527499172467261	0.8171503612257249	0.799278777289285	0.6963927109903111	4
N2	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.9940037607997309	0.9295541396010579	0.8884029899652716	1	0.9903851957323695	0.42652706241615834	4
NIC1	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1	0.3117231470478809	0.3692097122248095	0.939664662443556	0.8812391513138658	0.7149951987048437	4
NIC1049	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6131408941983976	0.9129615144407006	0.40892264349570157	0.643586050295244	0.8725119461688039	0.16812287288597938	4
NIC1107	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1	0.9327480054897768	0.8952268405370006	0.2934215659360506	0.8905523182267875	0.320833752341402	4
NIC166	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.44992122828940134	0.0964295661739828	0.31864784308919225	0.7254953967543006	0.9146908152549398	0.34715434040136317	4
NIC195	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	0.17745323621691236	0.1714771511686893	0.15751925034646014	0.6386633306523208	0.14695353923872986	0.5426027420038838	3
NIC199	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.7291736089134025	0.2078878125422392	0.2686877367380754	0.2969073981954882	0.26927506696330145	0.042081324404097	3
NIC2	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1	1	1	1	1	1	4
NIC207	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1	0.22291918161744584	0.5131875573636836	0.6814477834402413	0.9903851957323695	1	4
NIC231	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8651331624612417	0.29292052409043845	0.21097775634110802	0.36382818769289127	0.9240268429028465	0.8815049517987069	4
NIC236	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.4470219266048884	0.3117231470478809	0.26742765069500046	0.6891266252061501	0.8196229183937761	0.5446198628715263	4
NIC242	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6505271164406877	0.33661319969026715	0.8952268405370006	0.7460186735157477	0.8840632651232131	0.43492030777608465	4
NIC251	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.23634040151860394	0.09730823999692025	0.10074654743321816	0.11694730147721724	0.13593337367918276	0.05736272305887466	2
NIC252	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.313451292842238	0.12747223746832284	0.1066933113209746	0.7277009824798472	0.5150146724788411	0.2850253887782155	4
NIC255	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1	0.2689738095783054	0.8769707313704936	0.6919691520730373	0.9903851957323695	0.9605698230709444	4
NIC256	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7000597628941919	0.09536044088203427	0.26948408497895393	0.29700756348254576	0.6321622132711445	0.3952040553269377	4
NIC258	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.7845848573580678	0.1057087631088684	0.26948408497895393	0.6967445192329965	0.16703927751660105	0.08942252449373174	3
NIC259	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.740113470364833	0.2740094933236726	0.27489225374901916	0.15341033274598748	0.845712803934189	0.5822800252886687	4
NIC260	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6831354991126005	0.0838972168049287	0.2670651989792395	0.7228428800541615	0.7092790766788268	0.15558843268509534	4
NIC261	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7990215829366596	0.10633441979425601	0.26948408497895393	0.2201907647031977	0.5684510665967645	0.1369828342244961	4
NIC262	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.7803444648900145	0.11487450238487343	0.26714114539243783	0.11540101777564031	0.5555163862209264	0.24697355515177444	3
NIC265	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.4848453150499353	0.250497721698069	0.2966501750651952	0.2350619556988487	0.19644530875239977	0.03679113308416446	3
NIC266	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5353483853544934	0.7882911564870334	0.34048207385113444	0.6338641692198208	0.3856269298310305	0.31873128391349503	4
NIC267	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.49377962500928496	0.18873779928474455	0.12240289223690431	0.8432363948936459	0.9186096617500782	0.36706724403621904	4
NIC268	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.17806662548588523	0.27960518571018494	0.06257708542787999	0.584307293110807	0.35498335805449216	0.33143364784295776	4
NIC269	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7141320059724324	0.27492928735014655	0.1136792922375142	0.34992671364057415	0.547281691219957	0.21625861408005115	4
NIC271	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7990215829366596	0.09536044088203427	0.26948408497895393	0.29700756348254576	0.5684510665967645	0.3952040553269377	4
NIC272	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.510318725017471	0.17734402703466473	0.15811810887041763	0.33036564285932163	0.8184849990057015	0.090349979293743	3
NIC274	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8598551153798913	0.22826657880365653	0.16355365029610025	0.6841697335477226	0.8076693844158848	0.2653418319669994	4
NIC275	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.868551956445106	0.15985908689931957	0.2130947444573821	0.7068601811850718	0.9109007636537653	0.6621321415518415	4
NIC276	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5827499961929168	0.16443398826821573	0.15811810887041763	1	0.9321623471833996	0.16345647099093552	4
NIC277	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6080144654532633	0.3485002832178612	0.34453017740893344	0.6856965804820915	0.9240268429028465	0.3313194551828027	4
NIC3	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6517925975539307	0.1489561337932063	0.440727926766747	0.6743588676265563	0.8153320827841736	0.31259112365012004	4
NIC501	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8598789886179184	0.31884330375848496	0.21337035878290864	0.30077617490384245	0.2745998964858268	0.10525786218444733	4
NIC511	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.3750830825257939	0.2884809193401958	0.5015968713562875	0.871978500068688	0.969155368537526	0.3116118607883445	4
NIC513	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7742869133625562	0.3035473750324551	0.165597088014124	0.7485593858027431	0.8299589358069606	0.567083182367884	4
NIC514	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8117695595467384	0.2493442573602705	0.1616715442512377	0.7297246996933463	0.8822385671694785	0.5797172795609391	4
NIC515	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6329933868470694	0.32375818460925215	0.12053581574035156	0.8567184017220861	0.5497540462305278	0.7793563085873673	4
NIC522	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.9324931992858776	0.299869510575795	0.31110126728134857	0.6861509650842271	0.8629454937904409	0.5495588226810265	4
NIC523	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.44120503593653815	0.16122123463050414	0.07226693290991151	0.25339317793551946	0.9812067062874769	0.6326005848428842	4
NIC526	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.47072073704599204	0.2909003875202084	0.2009365659398924	0.6315936795990544	0.8447338096974856	0.5489681768415022	4
NIC527	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5692733870784868	0.30381095094635163	0.19493665408419988	0.6861509650842271	0.8763192628857307	0.14971494819815973	4
NIC528	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5147685236876053	0.3245282538754808	0.3711814873139358	0.9038145487011997	0.7873271085178046	0.8953229423857024	4
NIC529	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.771109511729773	0.26919692111328325	0.4713241663737599	0.793973994408174	0.9285988942482486	0.5370345065446138	4
PB303	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.9856215277821648	0.13031143340373175	0.21181824934223945	1	0.9359235119981076	0.8330688822116568	4
PB306	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.42718599227451376	0.024917990771104813	0.054628922993459096	0.9459918175223546	0.3150095455525014	0.1731879593087266	4
PS2025	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.35987696039017514	0.01576038372036058	0.08412604519799034	0.7558078092458466	0.19170266275910705	0.36795295827991803	4
PX179	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7530246361841548	0.7601270306051707	0.7568118886486178	0.8353103220356981	0.9730712020069239	1	4
QG2075	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6772878857813853	0.27453448093022687	0.07917457139830489	0.8320658726374581	0.2781369017505871	0.6790637627154573	4
QG536	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8651331624612417	0.1596388609926601	0.17577739249534718	1	0.9490602085759895	0.7540815533550075	4
QG556	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.2150154155283377	0.0268511649970137	0.06589752650664142	0.7731153044072956	0.4140849101262247	0.17421343088934646	4
QG557	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5243740107817927	0.018852334463472176	0.12749348011659734	0.6144396718293931	0.9240268429028465	0.3463660773480788	4
QW947	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8046849932892262	0.3117231470478809	0.11377411634424171	0.5220494930042545	0.7399792742089684	0.5572945128814863	4
QX1211	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6.360655201350148e-4	0.002508070085878266	0.004861732148908118	3.3254645960718696e-6	0.015504600029441566	0	0
QX1212	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.48209530422717906	0.027077949149851267	0.13879555523253725	0.9459918175223546	0.33596174394695083	0.7540815533550075	4
QX1233	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.4876388828947186	0.024097095096996132	0.06860625770854278	0.5543673326540212	0.8600448108666352	0.6630663268751605	4
QX1791	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.2835780916558112	0.04377885095460848	0.08286632218748323	0.047435115025526955	0.4291185216240075	0.18088072121346696	3
QX1792	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.2643476996805176	0.039914929053876586	0.11345726151900523	0.06291549673382041	0.5312900810140448	0.4612300365043223	3
QX1793	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.23927820628060337	0.04544628504538208	0.14589828742290367	0.06720408467963047	0.2688031697413399	0.05280734651889982	2
QX1794	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.20943439777163605	0.01823736771935481	0.052137212660630115	0.06279692672029151	0.2897092640593759	0.028494094616226127	1
RC301	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.48887630131590754	0.13031143340373175	0.16767951542993692	1	0.9359235119981076	0.8330688822116568	4
WN2001	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.24844293621143948	0.17536127246764965	0.07233583649129313	0.7490305697346485	0.4658272185649829	0.42452215829670475	4
WN2002	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5029202822042832	0.27844535987359376	0.682966272314069	0.8262112202092841	0.8330105091468287	0.5464795799881973	4
WN2033	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.481075870413936	0.09142057449056036	0.14766770815869953	0.7819487130796027	0.9240268429028465	0.48014190205493623	4
WN2050	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.9656570503623578	0.9162462120389856	0.11159083848107464	0.31744821964945935	0.2588813716287948	0.38371556107169386	4
XZ1513	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.278170902991596	0.025552960166065286	0.09327083558262261	0.06535397965228483	0.3165025237199256	0.08105314703998938	2
XZ1514	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6.729726151350079e-5	0.003444522057644492	0.007282651131002553	0	0.04388309383604759	0	0
XZ1515	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.1950725503713685	0.03154962372390466	0.1376257916923482	0.11252632563912562	0.44486043329988395	0.05140185488697641	3
XZ1516	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6.729726151350079e-5	9.22548489868723e-4	0	0	0	0	0
