isotype	I	II	III	IV	V	X	I_hapshare	II_hapshare	III_hapshare	IV_hapshare	V_hapshare	X_hapshare	swept_chroms
ECA191	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.006344562377944746	0.0010661084987066156	0.006916496483049392	1.2516360712456709e-4	0.01184334332223105	1.6430395133752466e-4	0
ECA252	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.9940037607997309	0.9295541396010579	0.8884029899652716	0.5973794077599831	0.9028565588357362	0.42652706241615834	4
ECA347	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6.526903377025793e-4	0.0034415708468643613	1.6634152259779718e-4	3.3254645960718696e-6	0.0024478681982019984	0	0
ECA348	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.3283913513975054	0.037528448852139684	0.08412604519799034	0.7251550526535717	0.21345383905870396	0.1609156136037111	4
ECA349	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5894634965223209	0.028926981077295556	0.13879555523253725	0.8398150078446563	0.8010896535852567	0.2961392360889981	4
ECA36	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.003449184150377726	0.005755910340642521	0.004861732148908118	3.3254645960718696e-6	0.004570233964796572	0	0
ECA363	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6.729726151350079e-5	0.028211673166653756	1.5298192410020017e-4	3.3254645960718696e-6	0.01310436633342602	0	0
ECA369	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.026798540926211145	0.0023695599265974856	0.04730430529761083	0.05221925453174821	0.011835834670781982	0.0038735010021692644	0
ECA372	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.27073641757392175	0.03182966083570813	0.14583076336527995	0.08187001423986874	0.12502909004613946	0.22444655019957982	2
ECA396	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.006344562377944746	0.011522772952402413	0.011818017001396005	0	0.0116448662297875	1.6430395133752466e-4	0
ECA701	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.003928045395593852	9.181544649294179e-7	0.002717443983530229	0.004726918580930227	0	1.7080823856775368e-4	0
ECA703	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.032390398063966847	0.034663019932018535	0.07530050565354249	0.03223086154990043	0.07548734256581811	0.07044261844278767	0
ECA705	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.2274225833782813	0.009780771602584185	0.07346835289001878	0.09029416142447308	0.2798284048362602	0.06919108046165282	2
ECA706	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.03936244755618174	0.01375303573017775	0.09861866833990797	0.07876076217813803	0.09160176944001816	0.047444307181988714	0
ECA710	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.24923966396854744	0.029777126529358416	0.07682364509529568	0.06554674192766403	0.25456184053594744	0.09812984208834903	2
ECA712	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.28461873873627047	0.026466982935902522	0.07206603068685254	0.07092654094575754	0.12324944400109923	0.08845943751150269	2
ECA722	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.0063759500335123075	0.019268389601008764	0.01086578257587435	0.002343019150318568	0.013806975240676192	1.6430395133752466e-4	0
ECA723	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.002061144882026637	0.00922653421807572	0.0042270060072451135	1.2516360712456709e-4	0.01246560487639564	1.6430395133752466e-4	0
ECA724	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6.729726151350079e-5	0.036239884643073025	0.024974535080526796	4.4693097459276245e-4	0.013348421418423476	0	0
ECA730	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.001837640834648301	0.01616509309200911	0.0042270060072451135	1.2516360712456709e-4	0.04605094194358526	1.6430395133752466e-4	0
ECA732	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.01661198320840226	0.028324147088607612	0.03056574487131185	0.0036547429266794687	0.03614071767594899	0.030423153090673272	0
ECA733	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.016873391839834644	0.02484335792959841	0.03056574487131185	0.00526937065926533	0.03614071767594899	0.03477661393141405	0
ECA738	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.23538560499606356	0.013824323866133342	0.0924420322301766	0.06396227271882876	0.18286273219069832	0.08214756406524965	2
ECA740	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.010635693789214204	0.0011234275703029234	0.0021177867879234166	0	0.0018541586498660352	0	0
ECA741	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	6.729726151350079e-5	0.016916930433862745	1.5298192410020017e-4	0	0.012054446427302338	0	0
ECA742	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.010970384616484412	0.0027915174856943336	0.004861732148908118	0	0.001389865730964349	0	0
ECA743	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.2056785189867719	0.02081305332332895	0.1037168072970127	0.09198751093103147	0.42061184126768225	0.0451226725539327	2
ECA744	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.010303064439322374	0.004258203660957298	0.020194993504984327	0.005478301572853017	0.012106433077780926	1.6430395133752466e-4	0
ECA745	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.006344562377944746	0.0015295797561106295	0.006271750642513191	0	0.011691592041671198	1.6430395133752466e-4	0
ECA746	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.006344562377944746	0.004516401812987806	0.009731523620822939	0	0.03526139241771594	1.6430395133752466e-4	0
ECA760	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.22174135122128238	0.02999000720029848	0.010921544378299104	0.061124562042046256	0.33111077250440885	0.04252638732770284	2
ECA768	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.10669768015300685	0.03233287506495123	0.021536907088857086	0.07081811933280631	0.10857572168901232	0.04428989755238581	1
ECA777	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.22174135122128238	0.03983242631695649	0.010921544378299104	0.061124562042046256	0.33111077250440885	0.04252638732770284	2
ECA778	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.23952997251784658	0.02999000720029848	0.07034598238028693	0.08256429097769347	0.2557701595095827	0.04252638732770284	2
ECA807	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.10431161983643973	0.02923272651411705	0.059780645557581356	0.08256429097769347	0.12324944400109923	0.01313656752134509	1
ECA812	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.10431161983643973	0.02923272651411705	0.07206603068685254	0.08256429097769347	0.12324944400109923	0.031533519759402454	1
ED3005	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.629129912242908	0.09232908833360802	0.09823516073521066	0.8056054948600931	0.8328083972931742	0.6543413063074731	4
ED3011	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6152310992615323	0.026329915590780916	0.21039537949573178	0.7264924627771574	0.9240268429028465	0.6748392564389333	4
ED3012	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1	0.852427918480213	0.8983700491161283	0.8213837923277174	0.9347317407531436	0.6776618908607751	4
ED3017	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.9978979580667572	0.30088853086694306	0.5046337839995428	0.8811415310851817	0.7780104503210881	0.5680215530586382	4
ED3040	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.39166314608446645	0.24611032058740376	0.27181620619494745	0.7514751875619368	0.8458668508534084	0.7872139965926584	4
ED3046	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6337480870653666	0.2320051070374638	0.17568039019321247	0.735055362105253	0.8493576085643392	0.5973140347926201	4
ED3048	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.862562167674053	0.31144304435361564	0.20688282158205382	0.8985725844570537	0.9240268429028465	1	4
ED3049	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6337480870653666	0.23154170136252156	0.17568039019321247	0.735055362105253	0.8493576085643392	0.5973140347926201	4
ED3052	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8527071088185414	0.14221340415015	0.2958719784527102	0.5728923492068079	0.9389497376611096	0.5466462594183493	4
ED3073	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5797635804643497	0.26238670711705464	0.2125815616194418	1	0.9036232064964278	0.8934663925741175	4
ED3077	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8605317454548913	0.2874712773410824	0.2628104572838092	1	0.6663243295515556	1	4
EG4347	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8162504133760888	0.7356683793963777	0.6866140235560216	1	0.9730712020069239	0.8201045934633836	4
EG4349	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6258927277661519	0.30828301901517574	0.10529077129826762	0.6653110811589955	0.47468919682968475	0.7691932183925859	4
EG4724	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8613343916470533	0.2312229050158057	0.08866997863698552	0.7277009824798472	0.5115721231797618	0.5765699398087604	4
EG4725	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.9267538467666625	0.1111851609974017	0.21634700801989767	0.6116289662185546	0.4013075766501792	0.5376772998000187	4
EG4946	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8060768895152529	0.12040723560807633	0.6452295451296313	1	0.9240268429028465	0.7540815533550075	4
GXW1	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5733112227692969	0.2919526581194793	0.13236719234024516	0.7542039032698032	0.9240268429028465	0.7755883467153859	4
JT11398	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8045653611020099	0.2399591447496091	0.7193136738612703	0.7776465939330224	0.9812067062874769	0.5511078045451506	4
JU1088	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.532372476510629	0.13641316006534374	0.2917874990316106	1	0.9240268429028465	0.9714932361634298	4
JU1172	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6090668164052901	0.05658369545236126	0.2495285477557363	0.9459918175223546	0.8743800221280437	0.7540815533550075	4
JU1200	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1	0.9327480054897768	0.8983700491161283	0.8672809946487541	0.9730712020069239	0.7698045082741887	4
JU1212	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.427780030255838	0.8591440216437863	0.748794023961166	0.31419230313192253	0.6406574154341718	0.30572604643518114	4
JU1213	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.9349096497689583	0.29834917794679544	0.18271523529338732	0.3189284527438867	0.646302773504542	0.29881481706041735	4
JU1242	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.9602738679347103	0.29833317582612096	0.11926825122637846	0.6340659905194445	0.8718927454661853	0.04135374917862164	3
JU1246	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6270760157813409	0.6956912125862713	0.10150964189087981	0.3177535890363331	0.8057908346052606	0.19682103244417654	4
JU1249	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.90461776917691	0.9327480054897768	0.8983700491161283	0.9011841635413033	0.9240268429028465	0.30572604643518114	4
JU1395	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.9946470082410551	0.6893358785449534	0.7527499172467261	0.884048044477745	0.9240268429028465	0.598365240727064	4
JU1400	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5193150122967125	0.1258758947661195	0.10336648086901865	0.8724597177299782	0.7212278280761774	0.4035527887386015	4
JU1409	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6327837146479073	0.33236785019181886	0.2202363211325106	0.6536017189670511	0.9240268429028465	0.5893412491828636	4
JU1440	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.9324931992858776	0.3050158319341862	0.31110126728134857	0.6977019663586828	0.8629454937904409	0.7697404834642354	4
JU1491	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8079119368783607	0.30820182792749123	0.2847178754114339	0.3017560975833505	0.8643937548298085	0.5551796014693128	4
JU1530	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6581388889129025	0.2995490746675346	0.47419277711855096	0.9462589440663736	0.8153320827841736	0.31259112365012004	4
JU1543	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.9946470082410551	0.9089579018963759	0.8983700491161283	0.7919556094051478	0.9361682844701862	0.799787914989079	4
JU1568	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.944807800151605	0.9327480054897768	0.8983700491161283	0.6317770961722068	0.9832510681654509	0.34812364887572544	4
JU1580	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	0.8891743776449669	0.3117231470478809	0.09836643331175225	0.31410928118821374	0.10403494842034712	0.10456275183610372	2
JU1581	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	0.12211726494619311	0.3117231470478809	0.40031535913105687	0.31208149314736416	0.8710584242908413	0.05302447659435068	2
JU1586	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1	0.9323524776627775	0.8301556487613437	0.744729253286419	0.8771634361769888	0.7240189074539471	4
JU1652	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.817525536883521	0.30669900581578713	0.37709746603993693	0.1977681889726218	0.8728837439800463	0.9421328270471565	4
JU1666	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.8431270244455973	0.31374702181843245	0.18773815390242948	0.28359195127483405	0.7472626661145656	0.06813240873664911	3
JU1792	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8755915026966452	0.3393860917568158	0.8983700491161283	0.6176118783760632	0.846875736218492	0.27740530521339546	4
JU1793	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	0.8891743776449669	0.3117231470478809	0.09836643331175225	0.31410928118821374	0.10403494842034712	0.10456275183610372	2
JU1808	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6298751695648268	0.3055878421658372	0.22723914676019935	0.7613514160630949	0.8696865410627105	0.2562456145550338	4
JU1896	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.2863285014741891	0.7982722825103576	0.6745754279663881	0.1002203865657652	0.8804907252850346	0.799787914989079	3
JU1934	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8178149417077372	0.30976636313573097	0.2666905493691982	0.3008591968475513	0.8192849334269572	0.33454959733937323	4
JU2001	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.8216491566329797	0.16492795537034777	0.27181620619494745	0.2641512279106014	0.5817043624882313	0.05522931684735954	3
JU2007	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.4545164608636167	0.31468570359389925	0.1663547369832676	0.7662877242423847	0.7352190283192854	0.6641962629645998	4
JU2016	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6326457951613668	0.13314210361910914	0.13879555523253725	0.9459918175223546	0.9240268429028465	0.7540815533550075	4
JU2017	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.4806651709207469	0.09407522137851843	0.13017955808626366	0.5140427489620537	0.7704796076983095	0.5877206636001875	4
JU2106	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.8808188108347793	0.6631861835591458	0.27090121891088925	0.31419230313192253	0.229072407982433	0.10000613099770224	3
JU2131	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.8310629928302482	0.26681496610140926	0.27495941477407504	0.29564997122899767	0.7088981919645568	0.050292675957654485	3
JU2141	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8164317568861158	0.29833317582612096	0.18763810212672466	0.3002201342891407	0.8718927454661853	0.27436582351119976	4
JU2234	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5616360788864884	0.8511103012405775	0.27827992845935007	0.16217218659388258	0.8533387720839244	0.8099322275894217	4
JU2250	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.8204759765068718	0.29833317582612096	0.09417086592488465	0.30077617490384245	0.8891530786379631	0.041611771425093855	3
JU2257	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1	0.912945840232335	0.8080913279578859	0.3787920903480569	0.8932417545681057	0.30572604643518114	4
JU2316	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5444848530954646	0.12702194828573676	0.2616549246202806	0.24393492593272975	0.16703927751660105	0.3712533467385751	4
JU2464	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7946900199690659	0.19636169488428598	0.1933520169254496	0.7160443117010714	0.9214086670115864	0.6447527991907083	4
JU2466	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7994069462078758	0.2964344979751087	0.306797153156688	1	0.9240268429028465	1	4
JU2478	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7732682110412862	0.21754889615207365	0.2065719204909304	0.8049729112240852	0.9240268429028465	0.3316723269047975	4
JU2513	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7925212127684717	0.20648342970566788	0.6477219815275961	0.9272313810104046	0.9240268429028465	0.7282894527722573	4
JU2519	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.8342495048630584	0.24490196372909484	0.27181620619494745	0.72212968256949706	0.22954363564311886	0.07422568157294705	3
JU2522	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7585747982794511	0.3117231470478809	0.1771842889088686	0.72212968256949706	0.6085567348442653	0.567083182367884	4
JU2526	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.524204304644063	0.11761853816823856	0.26301346509576184	0.27953545782359124	0.16703927751660105	0.03289834545638208	3
JU2534	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7588568216846673	0.33385814605332287	0.25094306785318293	0.9951427576082617	0.9730712020069239	0.16893630470289378	4
JU2565	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1	0.8351756649192656	0.8983700491161283	0.33886014082081184	1	0.30572604643518114	4
JU2566	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8755915026966452	0.6048570108864919	0.8983700491161283	0.49564088927051464	0.850248746796508	0.27726322895667954	4
JU2570	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.8625460083513774	0.3117231470478809	0.09417086592488465	0.31466532180291557	0.8718927454661853	0.041611771425093855	3
JU2572	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.9307837025450402	0.31961101205608955	0.9184615057327562	0.8426606881693501	0.8233199488034318	0.27740530521339546	4
JU2575	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1	0.8971729958442362	0.8640939661881631	0.8820710557753803	0.8952472818920884	0.14265253656455765	4
JU2576	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.23560139512809056	0.07317205775270283	0.3460473631165736	0.057022544127195124	0.9020836938203416	0.2799084377346846	3
JU2578	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5664598029533523	0.0994427523804958	0.12240289223690431	0.8647504307623364	0.9717187360557886	0.8420697411169252	4
JU258	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.44296114866583514	0.09613077247811005	0.1740108760200943	0.32221722255820884	0.4192040886854953	0.08117373086933588	3
JU2581	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5633957825763799	0.10176804414539134	0.10537361533025545	0.5620640057904366	0.534631813515324	0.7180828121325431	4
JU2586	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7776075544235015	0.26822210340137537	0.14983356045860888	0.6103316910125076	0.5115721231797618	0.6533662853721521	4
JU2587	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7304929544355645	0.13301034845339177	0.18314063685641677	0.6910786729240443	0.743787738745225	0.7150845053964657	4
JU2592	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8755915026966452	0.7818782410442722	0.8455375564815145	0.545657940876909	0.6815091662460387	0.2932434142960614	4
JU2593	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6843709225556813	0.05178961749619409	0.1694875628309541	0.2373176527357221	0.8219200874791371	0.5794084107560323	4
JU2600	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.9350745679592285	0.3258004224691023	0.12137057282691065	0.3357558196203787	0.8381663222730419	0.10456275183610372	3
JU2610	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.9255313241820141	0.3258004224691023	0.12137057282691065	0.3357558196203787	0.8381663222730419	0.10456275183610372	3
JU2619	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.23131146070368597	0.1766492464345603	0.26676845615826306	1	0.8223690761403083	0.6371039836440365	4
JU2800	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.543829702284762	0.6496005798538941	0.440727926766747	0.1002203865657652	0.9730712020069239	0.17980004802991928	3
JU2811	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.5894645605106452	0.12814885172651405	0.10977030275972276	0.1320937033359914	0.6284469612296283	0.8074626911256523	3
JU2825	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	1	0.9065028880220782	0.8553748677926146	0.10697572387910628	0.7981500882816542	0.30572604643518114	3
JU2829	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.4881837114160428	0.10176804414539134	0.0882494417103655	0.7292844196479457	0.534631813515324	0.6809756838070283	4
JU2838	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6596894523977941	0.1336732559770708	0.08569136902412998	0.7896827690249256	0.38360294174616033	0.21171409687179982	4
JU2841	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.1855375525036676	0.16095647823229559	0.06977921593532908	0.754847954025108	0.9131900414812341	0.6619382572333613	4
JU2853	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5030233560732021	0.8286950683759468	0.2629036840472381	0.9013790472337524	1	0.7183863078306075	4
JU2862	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6229656293866659	0.2916182531468597	0.13879555523253725	0.8574348100001536	0.9321623471833996	0.2246937131143285	4
JU2866	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7065559436083528	0.01816922754156469	0.13879555523253725	0.956803590951342	0.8080885776002866	0.24734039695155935	4
JU2878	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6779810076754123	0.1761211764523023	0.19966936445848718	0.8977768810490487	0.7467637951383539	0.8909818679702087	4
JU2879	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5986524321875354	0.1072041744023913	0.13681702773764856	0.6451674807174655	0.408194683932165	0.1744882511645785	4
JU2906	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7720155642872053	0.5890875112039439	0.7072357981477934	0.8804606135413378	0.969155368537526	0.47283136600325576	4
JU2907	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6573777382653891	0.9323524776627775	0.8769707313704936	0.9478712783751	0.969155368537526	0.8325348519505452	4
