isotype	I	II	III	IV	V	X	I_hapshare	II_hapshare	III_hapshare	IV_hapshare	V_hapshare	X_hapshare	swept_chroms
CX11285	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.35756358377601344	0.16617517386974417	0.20796429763537663	0.565846791120068	0.31205084992673565	0.38789210304932936	4
CX11292	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6138791025976676	0.28748639554715066	0.22615413857408226	0.8938118967129034	1	0.6240782936146464	4
CX11307	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.35948295221382387	0.11695976426709095	0.01037700603104441	0.8669429715788377	0.3350836621596584	0.23801984863075934	4
CX11314	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6138791025976676	0.017697347775231322	0.013500425266883487	0.8938118967129034	0.38155288859734277	0.6242492628755738	4
CX11315	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.2384010809057387	0.012881822352325078	0.03795323473845542	0.7112416258020752	0.7657732136655161	0.6351706818581454	4
DL200	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.8378802320212739	0.20306057969807378	0.27645646096866683	0.6624557992212843	0.737768095921731	0.017696196287888676	3
DL226	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	0.09971658676003518	0.16666337656699196	0.053069499783552014	0.6619573633833462	0.8114650794620974	0.6176261436294695	3
DL238	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.0027435603935400217	0	0	0	0.019737853369332772	0	0
ECA189	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0.0017492399705792948	2.894692061873752e-4	1.1064885751328101e-5	0.10272849089401448	0.00510285763312058	1
ECA191	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	5.945034762161037e-5	0	0	0	0	0	0
ECA252	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.52337891570146855	0.18168826710012911	0.16279751062295314	0.43544694054762356	0.7874900032110246	0.3504107028229749	4
ECA347	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0
ECA348	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	0.04401693098020789	0.005241423907044737	0.024837533228289337	0.6858169835791362	0.15473871949466872	0.0730752862206081	2
ECA349	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5478340223433558	0.0186267298846749	0.22615413857408226	0.7518803712710619	0.8411949870521197	0.2578679130792051	4
ECA36	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.002790769663619553	4.180737480929109e-4	0	0	0	0
ECA363	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0
ECA369	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.001453885244932073	0	0	0	0
ECA372	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.00524626043016117	0.004159166933645685	0.0362173640544638	1.1064885751328101e-5	0.05489651595703215	0.08962424988581756	0
ECA396	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	6.655401627713964e-4	0	0	0	0	0
ECA701	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0
ECA703	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.005860990118879718	2.894692061873752e-4	0	0.051435553722870696	0.005189389938750645	0
ECA705	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.012860559874646215	1.0270357655695769e-4	2.894692061873752e-4	5.975038305717175e-4	0.07618995147306828	0.014644063688456516	1
ECA706	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4.809227225945036e-4	1.9517614548755178e-4	6.762273850366218e-4	1.611001500581967e-4	0.02593206038256627	9.578016263882758e-4	0
ECA710	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.009198179063782043	0.022587769420633123	0.010974036268805871	5.443579803567892e-4	0.09434539241886376	0.050346284958017955	1
ECA712	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.08133906838149722	0	2.0065854989455108e-5	0.031679287418455805	0.04538398569045616	0
ECA722	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	5.945034762161037e-5	4.49115001444474e-4	0	0	0	0	0
ECA723	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0
ECA724	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0.0026624773071109884	0	8.530210652585985e-4	0	0
ECA730	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.01017434358412528	0	0	0.029494174195165826	0	0
ECA732	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0.01301569729019943	0	0
ECA733	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.0017425188472842816	0.01301569729019943	0	0
ECA738	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.006094059626836685	0.003807115337887225	0.034341844822708106	0.0042383672218869635	0.07303497874190776	0.07069638401995226	0
ECA740	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0
ECA741	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0
ECA742	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0
ECA743	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0	0.01936572343553301	0.049034078169182836	9.000969238127005e-6	0.17478634060562964	0.007764462235416008	1
ECA744	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0
ECA745	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	5.945034762161037e-5	0	0	0	0	0	0
ECA746	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	5.945034762161037e-5	5.255196417310996e-4	0	0	0	0	0
ECA760	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.0034855600148611943	0	0.004183157455158834	0.03993220405128572	0	0
ECA768	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.008512771085106497	0.0011876494686270415	0	0	0.013270704484635338	0	0
ECA777	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	0.0034855600148611943	0	0.004183157455158834	0.03993220405128572	0	0
ECA778	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.009198179063782043	0.0034855600148611943	0	0	0.044906326942753566	0	0
ECA807	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.008512771085106497	0.01017434358412528	0	0	0.031679287418455805	0	0
ECA812	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.008512771085106497	0.01017434358412528	0	0	0.031679287418455805	4.547476532784163e-5	0
ED3005	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6331910891775829	0.01450855256491689	0.09352514640210266	0.736468590687861	0.8529725698919146	0.5210054057207029	4
ED3011	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6191253630278288	0.014800529782561576	0.9403290183724303	0.6443738266491295	1	0.6663678432813865	4
ED3012	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.43735978213243076	0.09543726572386182	0.16279751062295314	0.7440938449079109	0.9725675006243659	0.676185352425184	4
ED3017	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6796421594467633	0.14098374417496598	0.07960308714839555	0.7483730891429621	0.8265133256563351	0.5437482249692706	4
ED3040	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.38024402439219834	0.8286334423438452	0.26507481369416036	0.5634830907333245	0.7393905385443948	0.7703281969878489	4
ED3046	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.24538377028119682	0.1933034775916339	0.8003918732973522	0.11688435061676132	0.5687457213838837	0.5375754927825092	4
ED3048	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	1	1	1	1	1	1	4
ED3049	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.24538377028119682	0.2086538584507303	0.8003918732973522	0.11688435061676132	0.5687457213838837	0.5375754927825092	4
ED3052	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.898946378911911	0.7614582858536972	0.7917288679123821	0.29448803576262805	0.8304018505908448	0.5103251219196581	4
ED3073	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.42605244571348694	0.6297288159936882	0.1797415586376405	0.8938118967129034	0.9400396877663598	0.8763138483685574	4
ED3077	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.9171395152695292	0.8894926567926512	0.2482874888415579	0.8938118967129034	0.6949256916113633	1	4
EG4347	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.30105483137480793	0.18446906808965116	0.16432318190596581	0.8938118967129034	0.9342277524157532	0.7383044481739164	4
EG4349	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.4508513535826715	0.2766967486710347	0.39892547635630926	0.37779773916291903	0.5000453388635269	0.7149718161222484	4
EG4724	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8096843419288738	0.1493174901370791	0.12562454942999124	0.39239404339934847	0.5313069635233538	0.5141104572422528	4
EG4725	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.34967331235990684	0.6306408185068435	0.049698244337294986	0.45434284152916493	0.42123678106694973	0.4700716298342776	4
EG4946	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6215618297912607	0.06071761992659252	0.21004710995078008	0.8938118967129034	0.9845045825251968	0.6441989801306989	4
GXW1	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.31197321356194097	0.2771341242470618	0.7215652814819196	0.5013212505545342	1	0.7631166240848062	4
JT11398	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.32763006775145154	0.14986038937509857	0.05088562028295615	0.6392593268673886	0.9057787155461702	0.4386816395493411	4
JU1088	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.34461790483542126	0.7629221725282361	0.45635299897799353	0.8938118967129034	1	0.9555773836946067	4
JU1172	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6138791025976676	0.08302928330807827	0.30205930020819405	0.8938118967129034	0.943029135385003	0.6242492628755738	4
JU1200	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.43735978213243076	0.18168826710012911	0.16279751062295314	0.8464796406675485	0.9342277524157532	0.7703741248018974	4
JU1212	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.15564952197997056	0.17938432288273068	0.12933177515973485	0.13925170184249266	0.5162503956389752	0.22911964988394873	3
JU1213	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.7375614278696713	0.15001752715889838	0.05273018723513458	0.1384699361321035	0.5152830230729859	0.2489958033530702	3
JU1242	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.647655677950418	0.26344988921327156	0.1918279878649626	0.6127189084450074	0.7945874005593897	0.013059186001700631	3
JU1246	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.3600567744169859	0.3249291289575882	0.03847593591047148	0.13720550061269654	0.7034340458708778	0.09937448129460937	3
JU1249	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.4670001028743711	0.18168826710012911	0.16279751062295314	0.8938118967129034	1	0.22911964988394873	4
JU1395	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.834163521306599	0.185030527424839	0.19636511250862995	0.6828889166880607	1	0.593610653893713	4
JU1400	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.3041807625724019	0.10443930635079961	0.14387680353338436	0.7227389020629189	0.610181616583005	0.3216076207325288	4
JU1409	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.48340733482961123	0.22386743237451523	0.269610194547429	0.5308059032140111	0.9966645805050348	0.5667886405961668	4
JU1440	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7208598036449447	0.14717652062449807	0.15311191748500086	0.550279070178092	0.8640246830894743	0.7196999458323623	4
JU1491	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.8010778068726863	0.33782524848723733	0.09540655092645405	0.12578126406401444	0.7538756837057576	0.5207302352540428	3
JU1530	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.4825998341907195	0.1464333953205601	0.14676706346132803	0.7879788443970915	0.8825333176082085	0.2703768147786758	4
JU1543	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8382205087872469	0.18084814397388732	0.16279751062295314	0.7047526149535567	0.8529169006544196	0.7980830376010617	4
JU1568	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.44049109977091666	0.18168826710012911	0.16279751062295314	0.5832135592893843	0.9121081261112923	0.30141761776222814	4
JU1580	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0.6026248990956697	0.34085782408110304	0.1301253451070186	0.13791004144688346	0.038584472854885886	0.006753030966729518	1
JU1581	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.025314476711589807	0.34085782408110304	0.046237982922769996	0.13624400217261612	0.9198901020382688	0.0051999233215040425	1
JU1586	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.43735978213243076	0.22214809842622837	0.23742302073613822	0.6040971265351669	0.8468879796246764	0.6533728769358277	4
JU1652	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7405869451691572	0.156958347666035	0.029828915270823	0.15695815627127338	0.8033227360913711	0.938985833449663	4
JU1666	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.7372629791446984	0.2049428227677958	0.024702607446188445	0.12052767924168956	0.7042278107632358	0.029776513897694236	2
JU1792	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5344503127094935	0.2586518089700359	0.16279751062295314	0.5749332982314643	0.8008573158225842	0.1799750766572593	4
JU1793	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0.6026248990956697	0.34085782408110304	0.1301253451070186	0.13791004144688346	0.038584472854885886	0.006753030966729518	1
JU1808	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6458853343772832	0.1318501432832943	0.11852012937180968	0.6800638162985881	0.8458961202463182	0.1962614985888948	4
JU1896	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	0.0368154590055606	0.02570127490815867	0.0481004237265353	0.04172786274679998	0.875572989018143	0.7980830376010617	2
JU1934	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.74467219483967	0.15406795684482283	0.19126103801157907	0.13854159989992298	0.7871287270769719	0.1782367287164082	3
JU2001	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.6975478859582734	0.2616222115175568	0.20563873516488482	0.10350971296310417	0.5467629725345008	0.008077349008063985	2
JU2007	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.36460286403047154	0.1701407386590756	0.23759907090847557	0.8217765092590161	0.8009634891105902	0.6451890614784282	4
JU2016	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.588935226319294	0.07183656096483648	0.22615413857408226	0.8938118967129034	1	0.6242492628755738	4
JU2017	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.2127420049756084	0.19708055574046426	0.08204875318259912	0.22799346151248617	0.8162520599770035	0.5517778339684039	4
JU2106	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0.6312442565411508	0.14138281905577638	0.22461669670587822	0.13925170184249266	0.09922687672525615	0.009871761728086388	1
JU2131	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.7350388445512394	0.1427172441338124	0.17709666455038325	0.12194020077091869	0.6600627359785021	0.017696196287888676	2
JU2141	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.6823074501991953	0.26344988921327156	0.1993740954995531	0.1380330164724617	0.7945874005593897	0.17628340915764368	3
JU2234	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.4483014390641584	0.18198535982158698	0.49264011464840607	0.05683607560951755	0.8970241062146095	0.8097700522903171	3
JU2250	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.6864160411135728	0.26344988921327156	0.15169189083697726	0.13719993950431375	0.7795362848168277	0.01311406152798043	2
JU2257	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.43735978213243076	0.17534576378898808	0.1562027859667305	0.2210347949951859	0.813402168058541	0.22911964988394873	4
JU2316	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	0.3626008369997152	0.11215630618651323	0.04159455972271408	0.16945373748334963	0.04969474223182182	0.3369240653534106	3
JU2464	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8203379240217907	0.331953961777349	0.41543539321964884	0.6220850189129283	0.9678490544886097	0.5918372513081074	4
JU2466	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.839610543033706	0.38293487602937215	0.7654654227434735	0.8938118967129034	1	1	4
JU2478	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6767102731198179	0.16828840161164604	0.3874941310554393	0.6669580037707755	1	0.22453451367626667	4
JU2513	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8247385797311954	0.4345052537207912	0.10744829552480897	0.8938118967129034	0.9593509349514525	0.7004350117183883	4
JU2519	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	0.6229824537020443	0.18983005050248347	0.26507481369416036	0.38444062645369953	0.19219608159350227	0.026910131273698342	3
JU2522	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.7226829476386741	0.34085782408110304	0.2531675589303067	0.3941416073758872	0.559851412874726	0.5242369456134832	4
JU2526	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	0.33704942338815247	0.10405472539745989	0.07309468011690952	0.11491141842318384	0.04969474223182182	0.00931887239571314	2
JU2534	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6001417498445081	0.23320329241695423	0.5946270766182266	0.834291296360868	0.9464713977292499	0.1001329414839441	4
JU2565	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.6534385209923899	0.18177798516700644	0.16279751062295314	0.13531329048719093	0.8877800475905024	0.22911964988394873	3
JU2566	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5344503127094935	0.17681037188073137	0.16279751062295314	0.3825770245043075	0.7800347253607907	0.17890418274399716	4
JU2570	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.8096600031959549	0.34085782408110304	0.15169189083697726	0.13707696447873552	0.7945874005593897	0.01311406152798043	2
JU2572	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5097756919764441	0.14886588296711026	0.16279751062295314	0.8247628817915896	0.842925420343395	0.1799750766572593	4
JU2575	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.43735978213243076	0.18001234935087207	0.3139833389546354	0.7487889109893578	0.804356634352683	0.08222788973586977	4
JU2576	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	0.04799325484601795	0.03856597999772426	0.06399667168539232	0.0036664903546874926	0.8186799848143502	0.18540990574038213	2
JU2578	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.425066261535379	0.6589327681794677	0.30326738366484	0.6846252437858054	0.9127491832069823	0.8262724085683972	4
JU258	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.14160487609889214	0.042257012749081585	0.10777489293490242	0.15458912410020406	0.44947151050249906	0.00981331844313205	2
JU2581	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.47935460330226065	0.012122891453272003	0.30830926297100325	0.28711412070907455	0.48465351208323754	0.5922204738946248	4
JU2586	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.29174174157199884	0.3045379437576589	0.6388052797904429	0.5303396874060846	0.5313069635233538	0.6286416834837408	4
JU2587	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5885464050860237	0.043815011577106544	0.22111545621698334	0.6103119231425009	0.7308949059491189	0.6619660785433578	4
JU2592	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5344503127094935	0.04431442903271397	0.3256447192722698	0.4635731348243143	0.6214227851893428	0.18171535005517284	4
JU2593	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.3031373225225913	0.028954866500106737	0.2902367645945448	0.22234349005759818	0.8237104465045888	0.5308735996901147	4
JU2600	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.741572597353103	0.229872246850604	0.18209523972831165	0.15586473916739085	0.7385432565757852	0.006753030966729518	2
JU2610	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	0.7009811767830566	0.229872246850604	0.18209523972831165	0.15586473916739085	0.7385432565757852	0.006753030966729518	2
JU2619	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	0.084050223174876	0.11583986243229745	0.4509784189953413	0.8938118967129034	0.8840903823548796	0.6238528452450697	3
JU2800	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.45357549618929255	0.15409077986183548	0.18749052722194862	0.04172786274679998	0.9506707425731068	0.16171421177026238	3
JU2811	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.5133971757360921	0.2531814990590424	0.1857532760372247	0.061790564530471034	0.5445940244334387	0.8018544983065888	3
JU2825	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.43735978213243076	0.1793568434455804	0.14735799043269399	0.044265906747894775	0.7147109403538555	0.22911964988394873	3
JU2829	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.3558598059724192	0.012122891453272003	0.30806992773877906	0.812805581472359	0.48465351208323754	0.6201402808732174	4
JU2838	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5756706168784856	0.03469288777732343	0.20263716328315626	0.7213945471096397	0.3792664803181985	0.1416343562701518	4
JU2841	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.20594045961236646	0.06885291057410708	0.0321040531356185	0.7295221930076113	0.8264882171084958	0.5992432953744575	4
JU2853	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.4024077656783833	0.1745712896283488	0.7816617479667767	0.85802754021398	0.8877800475905024	0.6825097426711583	4
JU2862	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.6279448287474217	0.1510072459799846	0.22615413857408226	0.7903364103653098	0.967012437674606	0.19389307313990228	4
JU2866	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.3433415843411242	0.01583687838840643	0.22615413857408226	0.7882499627635062	0.8714228091022456	0.18302154614768426	4
JU2878	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5818444091303764	0.5490506313548248	0.3514597196769745	0.6797890860782754	0.7965870453093071	0.8852692057970981	4
JU2879	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	0.024442671278346727	0.038457045999856374	0.5303379567513824	0.47091809771566867	0.4257992194254648	0.1656745937922698	3
JU2906	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.4637869911334528	0.1546425984398369	0.12681454106125048	0.7545961987473632	0.9347723448619351	0.4713426580198543	4
JU2907	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.32636611612142474	0.22214809842622837	0.2896140134484022	0.831453296493188	0.9347723448619351	0.7620443710253824	4
JU310	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.537562345559601	0.1765633848632898	0.1850091134845713	0.7879788443970915	0.8825333176082085	0.2703768147786758	4
JU311	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.5344503127094935	0.07706663894675711	0.16279751062295314	0.05608440868161255	0.8951857300805282	0.1962614985888948	3
JU3125	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.2745003427704886	0.149647046632736	0.3157567737901328	0.738575562792768	0.6074440674814462	0.6384935110681218	4
JU3127	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.8226593470476552	0.1529433985898917	0.24581530266170715	0.8408012330295898	0.6074440674814462	0.5891876524969072	4
JU3128	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.5275973634103326	0.34701538225438283	0.21454776031194084	0.7837702319716032	0.9347723448619351	0.2924892733636517	4
JU3132	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.4825998341907195	0.18421381756604985	0.19731170006340132	0.12164746861212966	0.7541955905181323	0.13163715667755588	3
JU3134	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	0.3609873652051479	0.0256518906213468	0.036774505086854564	0.4060455898518601	0.9057787155461702	0.9162000878348207	4
JU3135	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	0.06422100527079866	0.18860429708878645	0.11430916619063611	0.840311626167847	1	0.883266617189971	3
JU3137	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0.7420400872231029	0.33352697919990243	0.09281694952642286	0.032710668831638645	0.8147389949713079	0.7103352588847809	3
